110;Mikael Backlund;CGY;CGY;C;82;19;37;56;38;37;75;5350000;175;0;no
143;Jason Zucker;ARI;PIT;L;78;27;21;48;54;21;75;5300000;176;0;no
243;Justin Schultz;SEA;SEA;D;73;7;27;34;21;54;75;3000000;177;0;no
251;Jakob Chychrun;OTT;ARI,OTT;D;48;9;24;33;27;48;75;4600000;178;0;Mark
98;Casey Mittelstadt;BUF;BUF;C;82;15;44;59;30;44;74;2500000;179;0;no
125;Patrik Laine;CLB;CBJ;L;55;22;30;52;44;30;74;8700000;180;0;no
237;Owen Power;BUF;BUF;D;79;4;31;35;12;62;74;916667;181;0;Math
259;Adam Larsson;SEA;SEA;D;82;8;25;33;24;50;74;4000000;182;0;no
115;Brock Boeser;VAN;VAN;R;74;18;37;55;36;37;73;6650000;183;0;no
258;Damon Severson;CLB;NJD;D;81;7;26;33;21;52;73;6250000;184;0;no
266;Mattias Ekholm;EDM;NSH,EDM;D;78;9;23;32;27;46;73;6000000;185;0;no
9999;Jack Campbell;EDM;EDM;G;34;21;1;0;63;5;72;5000000;186;4;no
121;Kevin Hayes;STL;PHI;R;81;18;36;54;36;36;72;3571429;187;0;no
122;Phillip Danault;LAK;LAK;C;82;18;36;54;36;36;72;5500000;188;0;no
130;Artturi Lehkonen;COL;COL;L;64;21;30;51;42;30;72;4500000;189;0;Ben
142;Michael Bunting;CAR;TOR;L;82;23;26;49;46;26;72;4500000;190;0;Mark
244;Juuso Valimaki;ARI;ARI;D;78;4;30;34;12;60;72;1000000;191;0;no
114;Blake Wheeler;NYR;WPG;R;72;16;39;55;32;39;71;800000;192;0;no
133;Tyler Seguin;DAL;DAL;C;76;21;29;50;42;29;71;9850000;193;0;no
154;Boone Jenner;CLB;CBJ;C;68;26;19;45;52;19;71;3750000;194;0;no
262;Torey Krug;STL;STL;D;63;7;25;32;21;50;71;6500000;195;0;no
116;Jonathan Huberdeau;CGY;CGY;C;79;15;40;55;30;40;70;10500000;196;0;no
9999;Frederik Andersen;CAR;CAR;G;33;21;1;0;63;5;69;3400000;197;1;Ben
128;J.T. Compher;DET;COL;L;82;17;35;52;34;35;69;5100000;198;0;no
157;Lawson Crouse;ARI;ARI;L;77;24;21;45;48;21;69;4300000;199;0;no
277;J.J. Moser;ARI;ARI;D;82;7;24;31;21;48;69;886667;200;0;Couv
132;Vladimir Tarasenko;OTT;STL,NYR;R;69;18;32;50;36;32;68;5000000;201;0;no
194;Victor Olofsson;BUF;BUF;L;75;28;12;40;56;12;68;4750000;202;0;no
264;Jake Sanderson;OTT;OTT;D;77;4;28;32;12;56;68;925000;203;0;Alain
285;Jacob Trouba;NYR;NYR;D;82;8;22;30;24;44;68;8000000;204;0;no
117;Evgeny Kuznetsov;WAS;WSH;C;81;12;43;55;24;43;67;7800000;205;0;no
124;William Karlsson;VGK;VGK;C;82;14;39;53;28;39;67;5900000;206;0;no
149;Daniel Sprong;DET;SEA;R;66;21;25;46;42;25;67;2000000;207;0;no
155;Filip Chytil;NYR;NYR;C;74;22;23;45;44;23;67;4437500;208;0;no
271;Jeff Petry;DET;PIT;D;61;5;26;31;15;52;67;2343750;209;0;no
289;John Carlson;WAS;WSH;D;40;9;20;29;27;40;67;8000000;210;0;Math
151;Bryan Rust;PIT;PIT;R;81;20;26;46;40;26;66;5125000;211;0;no
275;Mackenzie Weegar;CGY;CGY;D;81;4;27;31;12;54;66;6250000;212;0;no
129;Mathew Barzal;NYI;NYI;C;58;14;37;51;28;37;65;9150000;213;0;no
150;Marcus Johansson;MIN;WSH,MIN;L;80;19;27;46;38;27;65;2000000;214;0;no
153;Morgan Frost;PHI;PHI;C;81;19;27;46;38;27;65;2100000;215;0;no
158;Dominik Kubalik;OTT;DET;L;81;20;25;45;40;25;65;2500000;216;0;Math
159;Oliver Bjorkstrand;SEA;SEA;R;81;20;25;45;40;25;65;5400000;217;0;no
184;Nino Niederreiter;WPG;NSH,WPG;R;78;24;17;41;48;17;65;4000000;218;0;no
190;Wyatt Johnston;DAL;DAL;C;82;24;17;41;48;17;65;894167;219;0;no
287;Brett Pesce;CAR;CAR;D;82;5;25;30;15;50;65;4025000;220;0;no
9999;Jonathan Quick;NYR;LAK,VGK;G;36;16;2;0;48;10;64;825000;221;6;no
147;Valeri Nichushkin;COL;COL;R;53;17;30;47;34;30;64;6125000;222;0;Couv
179;Gabriel Vilardi;WPG;LAK;C;63;23;18;41;46;18;64;3437500;223;0;Mark
9999;Joonas Korpisalo;OTT;CBJ,LAK;G;37;18;1;0;54;5;63;4000000;224;4;no
152;Conor Garland;VAN;VAN;R;81;17;29;46;34;29;63;4950000;225;0;no
162;Dillon Dube;CGY;CGY;C;82;18;27;45;36;27;63;2300000;226;0;no
187;Frank Vatrano;ANA;ANA;R;81;22;19;41;44;19;63;3650000;227;0;no
297;Nick Jensen;WAS;WSH;D;77;5;24;29;15;48;63;4050000;228;0;no
144;Yanni Gourde;SEA;SEA;C;81;14;34;48;28;34;62;5166666;229;0;no
148;Alexander Barabanov;SJS;SJS;L;68;15;32;47;30;32;62;2500000;230;0;no
156;Lucas Raymond;DET;DET;L;74;17;28;45;34;28;62;925000;231;0;Math
172;Barrett Hayton;ARI;ARI;C;82;19;24;43;38;24;62;1775000;232;0;no
227;Cole Caufield;MTL;MTL;R;46;26;10;36;52;10;62;7850000;233;0;Alain
160;Charlie Coyle;BOS;BOS;C;82;16;29;45;32;29;61;5250000;234;0;no
161;Ivan Barbashev;VGK;STL,VGK;C;82;16;29;45;32;29;61;5000000;235;0;no
165;Scott Laughton;PHI;PHI;C;78;18;25;43;36;25;61;3000000;236;0;no
171;Jesperi Kotkaniemi;CAR;CAR;C;82;18;25;43;36;25;61;4820000;237;0;no
173;Filip Forsberg;NAS;NSH;L;50;19;23;42;38;23;61;8500000;238;0;no
193;Jaden Schwartz;SEA;SEA;C;71;21;19;40;42;19;61;5500000;239;0;no
295;Calen Addison;MIN;MIN;D;62;3;26;29;9;52;61;0;240;0;Ben
320;Jaccob Slavin;CAR;CAR;D;76;7;20;27;21;40;61;5300000;241;0;no
336;Matt Roy;LAK;LAK;D;82;9;17;26;27;34;61;3150000;242;0;no
137;Matias Maccelli;ARI;ARI;L;64;11;38;49;22;38;60;3425000;243;0;no
164;Tommy Novak;NAS;NSH;C;51;17;26;43;34;26;60;800000;244;0;no
167;Mason Mctavish;ANA;ANA;C;80;17;26;43;34;26;60;894167;245;0;Couv
169;Andrew Mangiapane;CGY;CGY;L;82;17;26;43;34;26;60;5800000;246;0;no
170;Eetu Luostarinen;FLA;FLA;C;82;17;26;43;34;26;60;1500000;247;0;no
196;Andreas Athanasiou;CHI;CHI;C;81;20;20;40;40;20;60;4250000;248;0;no
210;Adam Henrique;ANA;ANA;C;62;22;16;38;44;16;60;5825000;249;0;no
319;Dylan Demelo;WPG;WPG;D;75;6;21;27;18;42;60;3000000;250;0;no
325;Ivan Provorov;CLB;PHI;D;82;6;21;27;18;42;60;4725000;251;0;no
332;Ryan Graves;PIT;NJD;D;78;8;18;26;24;36;60;4500000;252;0;no
9999;James Reimer;DET;SJS;G;41;12;3;0;36;15;59;1500000;253;8;no
203;Calle Jarnkrok;TOR;TOR;C;73;20;19;39;40;19;59;2100000;254;0;no
349;Jamie Oleksiak;SEA;SEA;D;75;9;16;25;27;32;59;4600000;255;0;no
9999;Cam Talbot;LAK;OTT;G;32;17;1;0;51;5;58;1000000;256;2;no
197;Anthony Beauvillier;VAN;NYI,VAN;L;82;18;22;40;36;22;58;4150000;257;0;no
199;Kaapo Kakko;NYR;NYR;R;82;18;22;40;36;22;58;2100000;258;0;no
318;Kevin Shattenkirk;BOS;ANA;D;75;4;23;27;12;46;58;1050000;259;0;no
323;Colton Parayko;STL;STL;D;79;4;23;27;12;46;58;6500000;260;0;no
356;Bowen Byram;COL;COL;D;42;10;14;24;30;28;58;3850000;261;0;no
217;Frederick Gaudreau;MIN;MIN;C;82;19;19;38;38;19;57;2100000;262;0;no
225;Taylor Raddysh;CHI;CHI;R;78;20;17;37;40;17;57;758333;263;0;no
335;Ryan Pulock;NYI;NYI;D;82;5;21;26;15;42;57;6150000;264;0;no
188;Ryan Strome;ANA;ANA;C;82;15;26;41;30;26;56;5000000;265;0;no
191;Sam Bennett;FLA;FLA;C;63;16;24;40;32;24;56;4425000;266;0;no
195;Kent Johnson;CLB;CBJ;C;79;16;24;40;32;24;56;925000;267;0;Ben
215;Blake Coleman;CGY;CGY;C;82;18;20;38;36;20;56;4900000;268;0;no
221;Brandon Saad;STL;STL;L;71;19;18;37;38;18;56;4500000;269;0;no
331;Matt Grzelcyk;BOS;BOS;D;75;4;22;26;12;44;56;3687500;270;0;no
366;Esa Lindell;DAL;DAL;D;82;8;16;24;24;32;56;5800000;271;0;no
402;Nikita Zadorov;CGY;CGY;D;82;14;7;21;42;14;56;3750000;272;0;no
9999;Philipp Grubauer;SEA;SEA;G;36;17;0;0;51;0;55;5900000;273;4;no
9999;Ukko Pekka Luukkonen;BUF;BUF;G;32;17;0;0;51;0;55;837500;274;4;no
9999;John Gibson;ANA;ANA;G;52;14;1;0;42;5;55;6400000;275;8;no
163;Jack Roslovic;CLB;CBJ;C;77;11;33;44;22;33;55;4000000;276;0;no
186;Erik Haula;NJD;NJD;L;80;14;27;41;28;27;55;3150000;277;0;no
202;Evan Rodrigues;FLA;COL;C;69;16;23;39;32;23;55;3000000;278;0;no
204;Alexis Lafrenière;NYR;NYR;L;81;16;23;39;32;23;55;2325000;279;0;Mark
207;Mark Stone;VGK;VGK;R;43;17;21;38;34;21;55;9500000;280;0;no
239;Shane Pinto;OTT;OTT;C;82;20;15;35;40;15;55;0;281;0;no
205;Joel Farabee;PHI;PHI;L;82;15;24;39;30;24;54;5000000;282;0;no
234;T.J. Oshie;WAS;WSH;R;58;19;16;35;38;16;54;5750000;283;0;no
365;Scott Mayfield;NYI;NYI;D;82;6;18;24;18;36;54;3500000;284;0;no
9999;Jake Allen;MTL;MTL;G;41;15;1;0;45;5;53;3850000;285;3;no
192;Jean-Gabriel Pageau;NYI;NYI;C;70;13;27;40;26;27;53;5000000;286;0;no
206;Seth Jarvis;CAR;CAR;C;82;14;25;39;28;25;53;894167;287;0;Mark
263;Josh Anderson;MTL;MTL;R;69;21;11;32;42;11;53;5500000;288;0;no
350;Jake Mccabe;TOR;CHI,TOR;D;76;3;22;25;9;44;53;2000000;289;0;no
354;Ryan Suter;DAL;DAL;D;82;3;22;25;9;44;53;3650000;290;0;no
357;Adam Boqvist;CLB;CBJ;D;46;5;19;24;15;38;53;2600000;291;0;no
372;Trevor van Riemsdyk;WAS;WSH;D;75;7;16;23;21;32;53;3000000;292;0;no
378;Travis Sanheim;PHI;PHI;D;81;7;16;23;21;32;53;6250000;293;0;no
200;Andre Burakovsky;SEA;SEA;L;49;13;26;39;26;26;52;5500000;294;0;no
209;Kirby Dach;MTL;MTL;C;58;14;24;38;28;24;52;3362500;295;0;no
219;Ryan Hartman;MIN;MIN;R;59;15;22;37;30;22;52;1700000;296;0;Math
226;Conor Sheary;TBL;WSH;L;82;15;22;37;30;22;52;2000000;297;0;no
229;Taylor Hall;CHI;BOS;L;61;16;20;36;32;20;52;6000000;298;0;no
362;Mark Giordano;TOR;TOR;D;78;4;20;24;12;40;52;800000;299;0;no
375;Olli Maatta;DET;DET;D;78;6;17;23;18;34;52;3000000;300;0;no
9999;Samuel Montembeault;MTL;MTL;G;39;16;0;0;48;0;51;1000000;301;3;no
9999;Thatcher Demko;VAN;VAN;G;32;14;1;0;42;5;51;5000000;302;4;no
176;Andrew Copp;DET;DET;C;82;9;33;42;18;33;51;5625000;303;0;no
185;Mikael Granlund;SJS;NSH,PIT;C;79;10;31;41;20;31;51;5000000;304;0;no
216;Alex Wennberg;SEA;SEA;C;82;13;25;38;26;25;51;4500000;305;0;no
218;Noah Cates;PHI;PHI;L;82;13;25;38;26;25;51;2625000;306;0;no
